0.1999322	0.3267986	0.3045616	0.3152245	0.3956485	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
0.2233364	0.3566620	0.3776733	0.2961856	0.5649087	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000
0.2129143	0.3504437	0.3042940	0.3499344	0.3403695	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
0.1000471	0.1678470	0.1748681	0.2008261	0.3398876	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000
0.1925609	0.3032281	0.3071684	0.2968476	0.4317701	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
0.2247277	0.3237660	0.3471417	0.3271626	0.4524896	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000
0.1777271	0.2942414	0.3066973	0.2668039	0.4858896	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000
0.0167968	0.0315269	0.0399549	0.0805990	0.2561733	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000
0.0681231	0.1172003	0.1149972	0.1736282	0.2572705	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000
0.2512838	0.3594893	0.3685269	0.3663601	0.4253413	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000
0.1412295	0.2602661	0.2997847	0.1820978	0.6562791	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000
0.0776294	0.1130152	0.0716531	0.2665111	0.0267469	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
0.0915222	0.1623570	0.1634478	0.1916977	0.3321393	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000
0.0289795	0.0561389	0.0644906	0.0982339	0.2834533	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000
0.0668380	0.1089389	0.0767989	0.2202186	0.0983366	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
0.2333689	0.3924389	0.3403244	0.3586034	0.3893338	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
0.0893973	0.1573123	0.1729639	0.1729389	0.3905696	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000
0.0781354	0.1182327	0.0887962	0.2430030	0.0912683	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
0.7896103	0.8064150	0.7513126	0.8422639	0.3617172	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000
0.0178137	0.0337247	0.0573546	0.0636483	0.3435580	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000
0.1284903	0.2546388	0.2787455	0.1723193	0.6330662	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000
0.1544494	0.2716725	0.2417257	0.2764952	0.3424264	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
0.0264448	0.0577812	0.0813282	0.0699162	0.3951038	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000
0.1213162	0.2289234	0.2937840	0.1414948	0.7505380	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000
0.9604517	0.9165516	0.8649484	0.9532366	0.3767362	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000
0.0878744	0.1823764	0.2417472	0.1027127	0.7345712	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000
0.7181835	0.7797176	0.7391460	0.7582540	0.4313048	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000
0.0982763	0.2374768	0.2480624	0.1272965	0.6789103	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000
0.0926150	0.1663239	0.1901725	0.1645488	0.4479162	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000
0.0778875	0.1425934	0.1602188	0.1529599	0.4031804	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000
0.0910921	0.1490789	0.1617537	0.1892621	0.3330269	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000
0.0880110	0.1511816	0.1552793	0.1875354	0.3219497	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000
0.1001685	0.1747619	0.1701689	0.2063453	0.3194933	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000
0.1433848	0.2672467	0.3351518	0.1577484	0.8023401	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000
0.2133949	0.3506988	0.3350636	0.3180334	0.4463622	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
0.0320353	0.0615678	0.0828182	0.0883163	0.3543377	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000
0.8402890	0.8659230	0.8781333	0.7861336	0.5549712	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000
0.0253571	0.0524543	0.0530362	0.0999302	0.2498690	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000
0.2511725	0.3638841	0.3786169	0.3526263	0.4649590	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000
0.0758030	0.1159859	0.0937202	0.2270792	0.1238324	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
0.6813217	0.7247682	0.6385870	0.8170182	0.2651582	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000
0.0159519	0.0294287	0.0271825	0.0939646	0.1940455	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000
0.1187208	0.1879720	0.1977157	0.2285075	0.3375463	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000
0.0771893	0.1245235	0.0974169	0.2265885	0.1322406	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
0.2145687	0.3939785	0.3208420	0.3332766	0.3954124	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
