0.149964;0.279097;0.377335;0.129698;0.908480;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;;
0.289663;0.416362;0.449051;0.336585;0.558697;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;;
0.255656;0.361825;0.407447;0.307537;0.544565;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.087144;0.125349;0.092025;0.243635;0.107781;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.153817;0.261750;0.309915;0.188471;0.615458;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;;
0.117088;0.209737;0.252907;0.165916;0.554219;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;;
0.120438;0.179379;0.176530;0.240028;0.265187;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;;
0.304667;0.396740;0.428703;0.381633;0.451482;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;;
0.301642;0.428340;0.475776;0.334516;0.604868;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;;
0.028582;0.062352;0.113494;0.048701;0.537718;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;;
0.278181;0.389901;0.410904;0.353456;0.469810;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;;
0.246760;0.371336;0.309682;0.388474;0.263843;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.295728;0.422296;0.476153;0.322053;0.629060;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;;
0.113515;0.178545;0.210902;0.186760;0.426158;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;;
0.981257;0.942134;0.954979;0.859350;0.474565;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;;
0.831812;0.827590;0.805630;0.818851;0.370048;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;;
0.088441;0.123347;0.102392;0.234205;0.139966;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.268651;0.369480;0.376555;0.362730;0.401987;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.311870;0.436695;0.468496;0.359605;0.548368;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;;
0.312612;0.424343;0.447984;0.381880;0.479984;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;;
0.263277;0.455251;0.343901;0.386744;0.317146;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.116591;0.174573;0.164992;0.244473;0.237327;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;;
0.904687;0.893929;0.881563;0.835731;0.427718;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;;
0.217213;0.320866;0.323213;0.310200;0.401668;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.971807;0.929766;0.941306;0.858459;0.462404;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;;
0.021415;0.040101;0.061288;0.079249;0.335339;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;;
0.220116;0.343014;0.344920;0.293875;0.465637;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.090660;0.178571;0.245809;0.101380;0.702694;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;;
0.156835;0.275279;0.334626;0.174198;0.698209;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;;
0.094204;0.127648;0.109621;0.242328;0.141227;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.095781;0.134223;0.118731;0.236110;0.166813;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.026789;0.048424;0.077824;0.077105;0.379056;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;;
0.094845;0.142117;0.140376;0.210037;0.248100;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;;
0.093649;0.125034;0.088867;0.267417;0.070206;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.260807;0.382732;0.426703;0.301148;0.588400;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;;
0.156785;0.284816;0.331522;0.178238;0.682105;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;;
0.219900;0.346025;0.321308;0.320393;0.381920;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.259935;0.372190;0.317232;0.406892;0.250657;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.847775;0.811332;0.742023;0.904967;0.232883;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;;
0.091265;0.124078;0.110780;0.232503;0.157745;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.150014;0.282228;0.325222;0.168740;0.692992;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;;
0.028489;0.050958;0.057002;0.107926;0.264671;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;;
0.264250;0.411742;0.402200;0.327972;0.499353;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.877481;0.865771;0.822935;0.855965;0.351560;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;;
0.964827;0.919592;0.921117;0.865081;0.436525;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;;
0.095882;0.141273;0.117617;0.237880;0.162158;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.189833;0.297028;0.301893;0.275347;0.425578;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.134974;0.209321;0.241640;0.209585;0.439743;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;;
0.283958;0.395652;0.422903;0.355727;0.484621;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;;
0.934609;0.933749;0.937609;0.823731;0.494911;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;;
0.300576;0.420652;0.468021;0.338237;0.585713;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;;
0.268111;0.397898;0.370725;0.378961;0.368529;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.023915;0.040155;0.053109;0.093395;0.285719;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;;
0.948439;0.927884;0.913963;0.863346;0.431429;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;;
0.967441;0.916449;0.905924;0.883998;0.403842;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;;
0.911998;0.883975;0.863545;0.859300;0.387262;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;;
0.081620;0.141482;0.149587;0.172051;0.333983;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;;
0.853984;0.845598;0.805547;0.856837;0.334105;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;;
0.027632;0.047338;0.070652;0.087537;0.338608;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;;
0.139360;0.264448;0.372528;0.114925;0.943811;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;;
0.251875;0.345229;0.358149;0.346719;0.398535;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.293235;0.423196;0.459251;0.330696;0.585650;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;;
0.223962;0.348960;0.230077;0.430412;0.097497;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.116433;0.199056;0.270828;0.138085;0.658601;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;;
0.089435;0.138863;0.086053;0.258941;0.076398;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.991615;0.945427;0.986265;0.843860;0.520823;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;;
0.118342;0.179759;0.181033;0.226171;0.296485;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;;
0.098871;0.254401;0.158385;0.200528;0.298676;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;;
0.155308;0.275605;0.354773;0.159002;0.777948;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;;
0.111693;0.183263;0.204719;0.186811;0.413989;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;;
0.150835;0.262427;0.333921;0.162170;0.727214;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;;
0.088988;0.130619;0.097090;0.242938;0.117849;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.252177;0.372048;0.356586;0.349252;0.392115;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.944845;0.937021;0.953451;0.818107;0.516555;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;;
0.266022;0.411557;0.360543;0.374811;0.359321;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.118061;0.192368;0.225783;0.182201;0.464646;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;;
0.197181;0.296775;0.237488;0.356764;0.196513;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.890742;0.901003;0.867827;0.836953;0.413143;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;;
0.022416;0.041469;0.065168;0.076795;0.350003;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;;
0.260223;0.409782;0.326098;0.398667;0.274454;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.245053;0.483348;0.372195;0.326628;0.453576;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.073941;0.106651;0.074008;0.226776;0.098775;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.898550;0.888760;0.870950;0.837152;0.415980;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;;
0.152189;0.277507;0.341299;0.162110;0.742341;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;;
0.138943;0.274669;0.363478;0.116237;0.919832;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;;
0.113148;0.180691;0.201836;0.192814;0.396559;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;;
0.028258;0.045974;0.061793;0.098797;0.294121;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;;
0.116404;0.174107;0.187515;0.214768;0.328402;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;;
0.012548;0.041657;0.088356;0.026414;0.537239;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;;
0.932124;0.893540;0.863334;0.886837;0.361293;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;;
0.141572;0.248296;0.350770;0.131305;0.846902;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;;
0.149063;0.267717;0.385594;0.120245;0.955548;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;;
0.094463;0.127210;0.087138;0.271783;0.061593;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.025579;0.053692;0.083296;0.069528;0.410067;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;;
0.108452;0.179360;0.205831;0.177308;0.435415;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;;
0.254821;0.361050;0.362463;0.347785;0.403593;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.090141;0.137909;0.093477;0.250875;0.100360;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.087598;0.120015;0.100933;0.233381;0.138515;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;
0.967398;0.913978;0.878426;0.917224;0.347868;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;;
